id,name,state,state_abbr,state_fips,county_fips,totpop,popdensity,sqmi,poverty,diversity,bachelor
2342,Newberry County,South Carolina,SC,45,071,37719,58,647,0.1412,61.5,0.1377
2343,Oconee County,South Carolina,SC,45,073,78607,117,674,0.1524,37.2,0.1682
2344,Orangeburg County,South Carolina,SC,45,075,84223,75,1128,0.2482,54.2,0.1292
2345,Pickens County,South Carolina,SC,45,077,131404,256,513,0.1763,38.1,0.1663
2346,Richland County,South Carolina,SC,45,079,416147,539,772,0.1702,65.2,0.2505
2347,Saluda County,South Carolina,SC,45,081,18862,41,462,0.1792,67.9,0.1269
2348,Spartanburg County,South Carolina,SC,45,083,327997,400,820,0.1417,59,0.1747
2349,Sumter County,South Carolina,SC,45,085,105556,155,682,0.1863,61.5,0.1382
2350,Union County,South Carolina,SC,45,087,27244,53,515,0.2052,51.5,0.0827
2351,Williamsburg County,South Carolina,SC,45,089,31026,33,937,0.2828,50.8,0.0905
2352,York County,South Carolina,SC,45,091,282090,405,696,0.0975,56.5,0.2452
2353,Aurora County,South Dakota,SD,46,003,2747,4,713,0.0535,33.6,0.1712
2354,Beadle County,South Dakota,SD,46,005,19149,15,1265,0.1117,59.8,0.1604
2355,Bennett County,South Dakota,SD,46,007,3381,3,1190,0.2614,54.2,0.1425
2356,Bon Homme County,South Dakota,SD,46,009,7003,12,582,0.0953,24.4,0.1342
2357,Brookings County,South Dakota,SD,46,011,34375,43,805,0.122,29,0.2734
2358,Brown County,South Dakota,SD,46,013,38301,22,1731,0.0909,32.2,0.2341
2359,Brule County,South Dakota,SD,46,015,5247,6,846,0.1236,33.2,0.2064
2360,Buffalo County,South Dakota,SD,46,017,1948,4,488,0.3598,32.1,0.0735
2361,Butte County,South Dakota,SD,46,019,10243,5,2267,0.0864,23.6,0.1475
2362,Campbell County,South Dakota,SD,46,021,1377,2,771,0.0642,18.3,0.2571
2363,Charles Mix County,South Dakota,SD,46,023,9373,8,1150,0.1879,54.1,0.1623
2364,Clark County,South Dakota,SD,46,025,3837,4,968,0.0795,18.9,0.1668
2365,Clay County,South Dakota,SD,46,027,14967,36,417,0.1873,31.4,0.2755
2366,Codington County,South Dakota,SD,46,029,28325,40,717,0.1126,19.8,0.1837
2367,Corson County,South Dakota,SD,46,031,3902,2,2530,0.3234,45.4,0.1559
2368,Custer County,South Dakota,SD,46,033,8318,5,1559,0.1084,21,0.1771
2369,Davison County,South Dakota,SD,46,035,19956,46,437,0.1386,28.2,0.2168
2370,Day County,South Dakota,SD,46,037,5449,5,1091,0.1442,31.6,0.1906
2371,Deuel County,South Dakota,SD,46,039,4295,7,637,0.0786,16.2,0.202
2372,Dewey County,South Dakota,SD,46,041,5239,2,2445,0.263,36.1,0.1362
2373,Douglas County,South Dakota,SD,46,043,2835,7,434,0.1084,15.6,0.109
2374,Edmunds County,South Dakota,SD,46,045,3986,4,1151,0.094,12,0.2186
2375,Fall River County,South Dakota,SD,46,047,6973,4,1749,0.1867,29.9,0.1485
2376,Faulk County,South Dakota,SD,46,049,2125,2,1006,0.1257,14.5,0.1405
2377,Grant County,South Dakota,SD,46,051,7556,11,688,0.0684,28.6,0.1929
2378,Gregory County,South Dakota,SD,46,053,3994,4,1054,0.1206,25,0.1625
2379,Haakon County,South Dakota,SD,46,055,1872,1,1827,0.1433,17.6,0.1429
2380,Hamlin County,South Dakota,SD,46,057,6164,12,538,0.0688,21.8,0.167
2381,Hand County,South Dakota,SD,46,059,3145,2,1440,0.1156,11.9,0.1905
2382,Hanson County,South Dakota,SD,46,061,3461,8,435,0.0502,8.9,0.1668
2383,Harding County,South Dakota,SD,46,063,1311,1,2678,0.045,18.7,0.2279
2384,Hughes County,South Dakota,SD,46,065,17765,22,801,0.1105,38.5,0.2534
2385,Hutchinson County,South Dakota,SD,46,067,7427,9,814,0.1089,13.6,0.213
2386,Hyde County,South Dakota,SD,46,069,1262,2,866,0.0985,27.9,0.1968
2387,Jackson County,South Dakota,SD,46,071,2806,2,1871,0.3615,56.9,0.1695
2388,Jerauld County,South Dakota,SD,46,073,1663,3,533,0.1051,20.6,0.1805
2389,Jones County,South Dakota,SD,46,075,917,1,971,0.0787,30.5,0.2111
2390,Kingsbury County,South Dakota,SD,46,077,5187,6,864,0.1236,12.9,0.1512
2391,Lake County,South Dakota,SD,46,079,11059,19,575,0.0959,25.3,0.2622
2392,Lawrence County,South Dakota,SD,46,081,25768,32,800,0.1276,23.9,0.2639
2393,Lincoln County,South Dakota,SD,46,083,65161,113,578,0.0441,22.3,0.2716
2394,Lyman County,South Dakota,SD,46,085,3718,2,1707,0.1761,55,0.1648
2395,McCook County,South Dakota,SD,46,087,5682,10,577,0.063,18.1,0.1727
2396,McPherson County,South Dakota,SD,46,089,2411,2,1152,0.1365,15.4,0.1479
2397,Marshall County,South Dakota,SD,46,091,4306,5,886,0.0826,37.3,0.2096
2398,Meade County,South Dakota,SD,46,093,29852,9,3483,0.0694,31.9,0.2101
2399,Mellette County,South Dakota,SD,46,095,1918,2,1311,0.3549,55.8,0.1182
2400,Miner County,South Dakota,SD,46,097,2298,4,572,0.0978,12.9,0.1582
2401,Minnehaha County,South Dakota,SD,46,099,197214,242,814,0.0858,42.8,0.257
2402,Moody County,South Dakota,SD,46,101,6336,12,521,0.0901,46.2,0.1865
2403,Oglala Lakota County,South Dakota,SD,46,102,13672,7,2096,0.4547,16.8,0.0866
2404,Pennington County,South Dakota,SD,46,103,109222,39,2784,0.1076,44.9,0.2311
2405,Perkins County,South Dakota,SD,46,105,2835,1,2890,0.1117,14.9,0.1596
2406,Potter County,South Dakota,SD,46,107,2472,3,899,0.0684,14.4,0.1586
2407,Roberts County,South Dakota,SD,46,109,10280,9,1136,0.165,56.9,0.137
2408,Sanborn County,South Dakota,SD,46,111,2330,4,570,0.1127,16.6,0.1598
2409,Spink County,South Dakota,SD,46,115,6361,4,1510,0.083,14.8,0.1953
2410,Stanley County,South Dakota,SD,46,117,2980,2,1517,0.0336,27.2,0.1846
2411,Sully County,South Dakota,SD,46,119,1446,1,1070,0.1073,17.8,0.2181
2412,Todd County,South Dakota,SD,46,121,9319,7,1391,0.4608,23.9,0.1201
2413,Tripp County,South Dakota,SD,46,123,5624,4,1618,0.1709,39.8,0.1742
2414,Turner County,South Dakota,SD,46,125,8673,14,618,0.0975,18,0.1785
2415,Union County,South Dakota,SD,46,127,16811,36,467,0.0961,25.5,0.2082
2416,Walworth County,South Dakota,SD,46,129,5315,7,745,0.1139,40.1,0.2053
2417,Yankton County,South Dakota,SD,46,135,23310,44,532,0.0815,30.3,0.1802
2418,Ziebach County,South Dakota,SD,46,137,2413,1,1971,0.3483,34.7,0.1619
2419,Anderson County,Tennessee,TN,47,001,77123,224,345,0.1567,30.3,0.1436
2420,Bedford County,Tennessee,TN,47,003,50237,106,475,0.1259,56.8,0.132
2421,Benton County,Tennessee,TN,47,005,15864,36,436,0.175,20.9,0.0905
2422,Bledsoe County,Tennessee,TN,47,007,14913,37,407,0.2236,26,0.0819
2423,Blount County,Tennessee,TN,47,009,135280,239,567,0.0974,28.7,0.1747
2424,Bradley County,Tennessee,TN,47,011,108620,328,331,0.1435,41.9,0.1603
2425,Campbell County,Tennessee,TN,47,013,39272,79,498,0.201,12.6,0.0946
2426,Cannon County,Tennessee,TN,47,015,14506,55,266,0.1696,22.2,0.113
2427,Carroll County,Tennessee,TN,47,017,28440,47,600,0.1664,32.1,0.1162
2428,Carter County,Tennessee,TN,47,019,56356,162,348,0.1866,18.2,0.1301
2429,Cheatham County,Tennessee,TN,47,021,41072,134,307,0.0978,27.2,0.1437
2430,Chester County,Tennessee,TN,47,023,17341,61,286,0.1611,32.9,0.1002
2431,Claiborne County,Tennessee,TN,47,025,32043,73,442,0.2045,14.4,0.1144
2432,Clay County,Tennessee,TN,47,027,7581,29,259,0.2402,11.9,0.1089
2433,Cocke County,Tennessee,TN,47,029,35999,81,443,0.1903,20.4,0.0858
2434,Coffee County,Tennessee,TN,47,031,57889,133,435,0.1516,34.4,0.1437
2435,Crockett County,Tennessee,TN,47,033,13911,52,266,0.1663,54.6,0.0991
2436,Cumberland County,Tennessee,TN,47,035,61145,89,685,0.1381,19.2,0.1297
2437,Davidson County,Tennessee,TN,47,037,715884,1362,526,0.1284,71.1,0.2877
2438,Decatur County,Tennessee,TN,47,039,11435,33,345,0.203,20.2,0.1236
2439,DeKalb County,Tennessee,TN,47,041,20080,61,329,0.1858,32.2,0.1348
2440,Dickson County,Tennessee,TN,47,043,54315,111,491,0.1092,30.3,0.1186
2441,Dyer County,Tennessee,TN,47,045,36801,70,526,0.1819,42.1,0.1144
2442,Fayette County,Tennessee,TN,47,047,41990,60,706,0.1021,52.8,0.1671
2443,Fentress County,Tennessee,TN,47,049,18489,37,499,0.2049,12.5,0.1341
2444,Franklin County,Tennessee,TN,47,051,42774,74,576,0.161,29.4,0.1317
2445,Gibson County,Tennessee,TN,47,053,50429,84,604,0.1594,43,0.1376
2446,Giles County,Tennessee,TN,47,055,30346,50,611,0.1353,33.8,0.1269
2447,Grainger County,Tennessee,TN,47,057,23527,78,302,0.1798,19,0.0859
2448,Greene County,Tennessee,TN,47,059,70152,112,624,0.1589,23.3,0.1198
2449,Grundy County,Tennessee,TN,47,061,13529,38,361,0.1748,15,0.0716
2450,Hamblen County,Tennessee,TN,47,063,64499,367,176,0.1579,52.4,0.1229
2451,Hamilton County,Tennessee,TN,47,065,366207,636,576,0.123,55.7,0.2306
2452,Hancock County,Tennessee,TN,47,067,6662,30,223,0.2896,9.4,0.0512
2453,Hardeman County,Tennessee,TN,47,069,25462,38,670,0.1853,55.4,0.0856
2454,Hardin County,Tennessee,TN,47,071,26831,45,596,0.195,20.4,0.1175
2455,Hawkins County,Tennessee,TN,47,073,56721,114,500,0.1678,15.2,0.0975
2456,Haywood County,Tennessee,TN,47,075,17864,33,534,0.2178,59.7,0.0634
2457,Henderson County,Tennessee,TN,47,077,27842,53,526,0.1831,28.8,0.105
2458,Henry County,Tennessee,TN,47,079,32199,54,593,0.1657,30.7,0.107
2459,Hickman County,Tennessee,TN,47,081,24925,41,613,0.1371,24.1,0.0879
2460,Houston County,Tennessee,TN,47,083,8283,40,207,0.1696,21.3,0.0886
2461,Humphreys County,Tennessee,TN,47,085,18990,34,557,0.1115,21.5,0.0873
2462,Jackson County,Tennessee,TN,47,087,11617,36,320,0.1921,16.7,0.08
2463,Jefferson County,Tennessee,TN,47,089,54683,174,314,0.1118,25,0.1145
2464,Johnson County,Tennessee,TN,47,091,17948,59,303,0.1962,23.5,0.082
2465,Knox County,Tennessee,TN,47,093,478971,911,526,0.1283,44,0.247
2466,Lake County,Tennessee,TN,47,095,7005,36,194,0.3168,48.7,0.0728
2467,Lauderdale County,Tennessee,TN,47,097,25143,50,503,0.204,54.9,0.0557
2468,Lawrence County,Tennessee,TN,47,099,44159,72,618,0.181,19.4,0.0994
2469,Lewis County,Tennessee,TN,47,101,12582,45,282,0.2049,18.8,0.0768
2470,Lincoln County,Tennessee,TN,47,103,35319,62,571,0.1279,31.9,0.1373
2471,Loudon County,Tennessee,TN,47,105,54886,222,247,0.1197,39.1,0.1889
2472,McMinn County,Tennessee,TN,47,107,53276,123,432,0.1537,29.6,0.1255
2473,McNairy County,Tennessee,TN,47,109,25866,46,564,0.1833,23.7,0.0873
2474,Macon County,Tennessee,TN,47,111,25216,82,307,0.1807,28.9,0.0683
2475,Madison County,Tennessee,TN,47,113,98823,177,559,0.1796,60.6,0.1804
2476,Marion County,Tennessee,TN,47,115,28837,56,512,0.1822,23.1,0.0992
2477,Marshall County,Tennessee,TN,47,117,34318,91,376,0.1392,38.4,0.1182
2478,Maury County,Tennessee,TN,47,119,100974,164,616,0.0935,47.9,0.1751
2479,Meigs County,Tennessee,TN,47,121,12758,59,217,0.1585,16.4,0.0687
2480,Monroe County,Tennessee,TN,47,123,46250,71,653,0.1809,25.5,0.1032
2481,Montgomery County,Tennessee,TN,47,125,220069,405,544,0.1216,63.8,0.2108
2482,Moore County,Tennessee,TN,47,127,6461,50,130,0.1067,15.9,0.1581
2483,Morgan County,Tennessee,TN,47,129,21035,40,523,0.1854,20,0.068
2484,Obion County,Tennessee,TN,47,131,30787,55,555,0.169,40,0.1182
2485,Overton County,Tennessee,TN,47,133,22511,52,435,0.2009,13.2,0.0925
2486,Perry County,Tennessee,TN,47,135,8366,20,423,0.211,17.1,0.0743
2487,Pickett County,Tennessee,TN,47,137,5001,29,174,0.2226,10,0.0578
2488,Polk County,Tennessee,TN,47,139,17544,40,442,0.1392,15.6,0.0819
2489,Putnam County,Tennessee,TN,47,141,79854,198,403,0.1543,38.4,0.1844
2490,Rhea County,Tennessee,TN,47,143,32870,98,336,0.168,31.3,0.1246
2491,Roane County,Tennessee,TN,47,145,53404,135,395,0.1468,21,0.1354
2492,Robertson County,Tennessee,TN,47,147,72803,153,477,0.1178,46.5,0.1576
2493,Rutherford County,Tennessee,TN,47,149,341486,547,624,0.0937,62.2,0.2484
2494,Scott County,Tennessee,TN,47,151,21850,41,533,0.2439,9.2,0.0665
2495,Sequatchie County,Tennessee,TN,47,153,15826,60,266,0.1964,21.8,0.1104
2496,Sevier County,Tennessee,TN,47,155,98380,165,598,0.1323,36.7,0.136
2497,Shelby County,Tennessee,TN,47,157,929744,1191,780,0.1751,66.8,0.2122
2498,Smith County,Tennessee,TN,47,159,19904,61,325,0.1372,21,0.0961
2499,Stewart County,Tennessee,TN,47,161,13657,28,493,0.1385,21,0.116
2500,Sullivan County,Tennessee,TN,47,163,158163,368,430,0.157,20.7,0.1667
2501,Sumner County,Tennessee,TN,47,165,196281,361,543,0.0942,42.6,0.2147
2502,Tipton County,Tennessee,TN,47,167,60970,130,468,0.1281,44.9,0.1251
2503,Trousdale County,Tennessee,TN,47,169,11615,100,117,0.1215,42.6,0.1078
2504,Unicoi County,Tennessee,TN,47,171,17928,96,186,0.1594,26.6,0.1184
2505,Union County,Tennessee,TN,47,173,19802,80,247,0.1818,14.1,0.0673
2506,Van Buren County,Tennessee,TN,47,175,6168,23,275,0.1774,11.6,0.0434
2507,Warren County,Tennessee,TN,47,177,40953,94,434,0.1849,40.2,0.1084
2508,Washington County,Tennessee,TN,47,179,133001,403,330,0.1583,33.2,0.2104
2509,Wayne County,Tennessee,TN,47,181,16232,22,736,0.1837,23.1,0.0667
2510,Weakley County,Tennessee,TN,47,183,32902,57,582,0.1914,30.7,0.1502
2511,White County,Tennessee,TN,47,185,27351,72,379,0.1683,21.1,0.0902
2512,Williamson County,Tennessee,TN,47,187,247726,424,584,0.0455,39.5,0.4017
2513,Wilson County,Tennessee,TN,47,189,147737,253,583,0.0853,41,0.2446
2514,Anderson County,Texas,TX,48,001,57922,54,1078,0.1462,71.5,0.0793
2515,Andrews County,Texas,TX,48,003,18610,12,1501,0.1202,79.2,0.0892
2516,Angelina County,Texas,TX,48,005,86395,100,865,0.16,71.9,0.129
2517,Aransas County,Texas,TX,48,007,23830,93,258,0.1885,64.4,0.1543
2518,Archer County,Texas,TX,48,009,8560,9,926,0.113,35,0.182
2519,Armstrong County,Texas,TX,48,011,1848,2,914,0.0607,33,0.1668
2520,Atascosa County,Texas,TX,48,013,48981,40,1221,0.1396,78,0.1177
2521,Austin County,Texas,TX,48,015,30167,46,656,0.12,71.6,0.191
2522,Bailey County,Texas,TX,48,017,6904,8,828,0.1276,80.4,0.1526
2523,Bandera County,Texas,TX,48,019,20851,26,798,0.0942,53.8,0.1752
2524,Bastrop County,Texas,TX,48,021,97216,109,896,0.1073,80.1,0.1625
2525,Baylor County,Texas,TX,48,023,3465,4,901,0.1829,40.8,0.1983
2526,Bee County,Texas,TX,48,025,31047,35,880,0.1891,82.4,0.0606
2527,Bell County,Texas,TX,48,027,370647,340,1090,0.1348,80.5,0.1843
2528,Bexar County,Texas,TX,48,029,2009324,1600,1256,0.1441,84.2,0.2006
2529,Blanco County,Texas,TX,48,031,11374,16,713,0.1036,53.6,0.1782
2530,Borden County,Texas,TX,48,033,631,1,906,0.051,36.5,0.2754
2531,Bosque County,Texas,TX,48,035,18235,18,1003,0.1168,55.7,0.1578
2532,Bowie County,Texas,TX,48,037,92893,101,923,0.1783,62.3,0.1541
2533,Brazoria County,Texas,TX,48,039,372031,262,1422,0.075,82.1,0.2201
2534,Brazos County,Texas,TX,48,041,233849,396,591,0.224,76.5,0.2472
2535,Brewster County,Texas,TX,48,043,9546,2,6192,0.1923,75.1,0.298
2536,Briscoe County,Texas,TX,48,045,1435,2,902,0.237,58.4,0.1601
2537,Brooks County,Texas,TX,48,047,7076,8,944,0.4041,67.2,0.1132
2538,Brown County,Texas,TX,48,049,38095,40,957,0.1418,60.6,0.1572
2539,Burleson County,Texas,TX,48,051,17642,26,677,0.1258,67.2,0.1435
2540,Burnet County,Texas,TX,48,053,49130,48,1022,0.0755,61.3,0.1978
2541,Caldwell County,Texas,TX,48,055,45883,84,546,0.106,82.4,0.122
2542,Calhoun County,Texas,TX,48,057,20106,37,543,0.0959,81,0.1057
2543,Callahan County,Texas,TX,48,059,13708,15,901,0.0854,35.4,0.1795
2544,Cameron County,Texas,TX,48,061,421017,447,942,0.2531,71,0.1418
2545,Camp County,Texas,TX,48,063,12464,61,203,0.1909,75.4,0.1462
2546,Carson County,Texas,TX,48,065,5807,6,924,0.0653,37.6,0.2204
2547,Cass County,Texas,TX,48,067,28454,30,960,0.1698,46.3,0.1239
2548,Castro County,Texas,TX,48,069,7371,8,899,0.1287,80.3,0.1252
2549,Chambers County,Texas,TX,48,071,46571,74,629,0.1563,68.5,0.1728
2550,Cherokee County,Texas,TX,48,073,50412,48,1062,0.1508,72,0.1369
2551,Childress County,Texas,TX,48,075,6664,9,714,0.1541,73.1,0.1643
2552,Clay County,Texas,TX,48,077,10218,9,1117,0.1056,29.4,0.1673
2553,Cochran County,Texas,TX,48,079,2547,3,775,0.2682,79.3,0.0683
2554,Coke County,Texas,TX,48,081,3285,4,928,0.2117,53.6,0.1184
2555,Coleman County,Texas,TX,48,083,7684,6,1281,0.1549,46,0.1285
2556,Collin County,Texas,TX,48,085,1064465,1202,886,0.0637,74.8,0.3593
2557,Collingsworth County,Texas,TX,48,087,2652,3,919,0.2374,68.9,0.197
2558,Colorado County,Texas,TX,48,089,20557,21,974,0.121,74.2,0.172
2559,Comal County,Texas,TX,48,091,161501,281,575,0.0718,65.9,0.2668
2560,Comanche County,Texas,TX,48,093,13594,14,948,0.1281,65.6,0.1579
2561,Concho County,Texas,TX,48,095,3303,3,994,0.1395,66,0.1157
2562,Cooke County,Texas,TX,48,097,41668,46,899,0.1166,60.9,0.1596
2563,Coryell County,Texas,TX,48,099,83093,79,1057,0.1065,72.4,0.1279
2564,Cottle County,Texas,TX,48,101,1380,2,902,0.1728,64.1,0.1206
2565,Crane County,Texas,TX,48,103,4675,6,786,0.0805,78.7,0.1131
2566,Crockett County,Texas,TX,48,105,3098,1,2807,0.1018,77.1,0.1185
2567,Crosby County,Texas,TX,48,107,5133,6,902,0.226,77.4,0.1156
2568,Culberson County,Texas,TX,48,109,2188,1,3812,0.265,78.8,0.1001
2569,Dallam County,Texas,TX,48,111,7115,5,1505,0.0706,80.9,0.1245
2570,Dallas County,Texas,TX,48,113,2613539,2877,909,0.128,87.9,0.2267
2571,Dawson County,Texas,TX,48,115,12456,14,902,0.2174,79,0.1384
2572,Deaf Smith County,Texas,TX,48,117,18583,12,1498,0.1357,77.8,0.1085
2573,Delta County,Texas,TX,48,119,5230,19,278,0.1376,41.3,0.1751
2574,Denton County,Texas,TX,48,121,906422,953,952,0.071,74.9,0.3314
2575,DeWitt County,Texas,TX,48,123,19824,22,910,0.185,74,0.1059
2576,Dickens County,Texas,TX,48,125,1770,2,905,0.211,64.8,0.1334
2577,Dimmit County,Texas,TX,48,127,8615,7,1335,0.4121,72.8,0.1066
2578,Donley County,Texas,TX,48,129,3258,4,933,0.1492,47.3,0.142
2579,Duval County,Texas,TX,48,131,9831,6,1796,0.2178,73.9,0.0662
2580,Eastland County,Texas,TX,48,133,17725,19,932,0.2079,50.7,0.1127
2581,Ector County,Texas,TX,48,135,165171,183,902,0.1402,82.8,0.1265
2582,Edwards County,Texas,TX,48,137,1422,1,2120,0.1093,75.4,0.1756
2583,Ellis County,Texas,TX,48,139,192455,202,952,0.0756,74.1,0.1905
2584,El Paso County,Texas,TX,48,141,865657,853,1015,0.197,77.6,0.1814
2585,Erath County,Texas,TX,48,143,42545,39,1090,0.1702,60.8,0.2488
2586,Falls County,Texas,TX,48,145,16968,22,774,0.2488,74.4,0.1134
2587,Fannin County,Texas,TX,48,147,35662,40,899,0.133,50.3,0.1266
2588,Fayette County,Texas,TX,48,149,24435,26,960,0.1258,62.6,0.1642
2589,Fisher County,Texas,TX,48,151,3672,4,902,0.1618,61.4,0.1533
2590,Floyd County,Texas,TX,48,153,5402,5,993,0.1595,79.4,0.1431
2591,Foard County,Texas,TX,48,155,1095,2,708,0.1529,50.7,0.1221
2592,Fort Bend County,Texas,TX,48,157,822779,929,885,0.0712,85.5,0.3081
2593,Franklin County,Texas,TX,48,159,10359,35,295,0.0747,53.2,0.2162
2594,Freestone County,Texas,TX,48,161,19435,22,892,0.1383,63.9,0.1202
2595,Frio County,Texas,TX,48,163,18385,16,1134,0.2769,78.7,0.0459
2596,Gaines County,Texas,TX,48,165,21598,14,1503,0.1477,72.8,0.0984
2597,Galveston County,Texas,TX,48,167,350682,907,387,0.1129,74.8,0.2282
2598,Garza County,Texas,TX,48,169,5816,7,896,0.1607,71,0.1202
2599,Gillespie County,Texas,TX,48,171,26725,25,1062,0.0975,57.9,0.2572
2600,Glasscock County,Texas,TX,48,173,1116,1,901,0.1291,67.4,0.2093
2601,Goliad County,Texas,TX,48,175,7012,8,859,0.1793,69.2,0.1442
2602,Gonzales County,Texas,TX,48,177,19653,18,1070,0.1306,80.4,0.1098
2603,Gray County,Texas,TX,48,179,21227,23,929,0.1539,71.4,0.1106
2604,Grayson County,Texas,TX,48,181,135543,138,979,0.118,59.5,0.1574
2605,Gregg County,Texas,TX,48,183,124239,451,276,0.1519,72.8,0.1651
2606,Grimes County,Texas,TX,48,185,29268,37,802,0.1568,73,0.1136
2607,Guadalupe County,Texas,TX,48,187,172706,242,715,0.0968,78.2,0.2024
2608,Hale County,Texas,TX,48,189,32522,32,1005,0.1717,81.5,0.1343
2609,Hall County,Texas,TX,48,191,2825,3,904,0.1475,73.8,0.1269
2610,Hamilton County,Texas,TX,48,193,8222,10,836,0.1759,42.1,0.1732
2611,Hansford County,Texas,TX,48,195,5285,6,920,0.0992,77.9,0.1393
2612,Hardeman County,Texas,TX,48,197,3549,5,697,0.1121,61.3,0.1146
2613,Hardin County,Texas,TX,48,199,56231,63,898,0.1338,35.8,0.1367
2614,Harris County,Texas,TX,48,201,4731145,2706,1749,0.1434,88,0.2268
2615,Harrison County,Texas,TX,48,203,68839,75,916,0.1761,66.2,0.1557
2616,Hartley County,Texas,TX,48,205,5382,4,1463,0.0651,71.4,0.1416
2617,Haskell County,Texas,TX,48,207,5416,6,910,0.1463,63.4,0.1082
2618,Hays County,Texas,TX,48,209,241067,355,679,0.1423,77.6,0.2715
2619,Hemphill County,Texas,TX,48,211,3382,4,912,0.0346,71.6,0.1863
2620,Henderson County,Texas,TX,48,213,82150,87,948,0.1654,52.9,0.1313
2621,Hidalgo County,Texas,TX,48,215,870781,550,1583,0.2675,70.8,0.1563
2622,Hill County,Texas,TX,48,217,35874,36,986,0.1273,64.8,0.1354
2623,Hockley County,Texas,TX,48,219,21537,24,909,0.1618,77.4,0.1278
2624,Hood County,Texas,TX,48,221,61598,141,437,0.0861,45.9,0.1914
2625,Hopkins County,Texas,TX,48,223,36787,46,793,0.1291,59.8,0.1627
2626,Houston County,Texas,TX,48,225,22066,18,1237,0.1678,67.6,0.1319
2627,Howard County,Texas,TX,48,227,34860,39,904,0.1407,75.5,0.0992
2628,Hudspeth County,Texas,TX,48,229,3202,1,4571,0.328,77.5,0.1047
2629,Hunt County,Texas,TX,48,231,99956,113,882,0.1313,65.2,0.1469
2630,Hutchinson County,Texas,TX,48,233,20617,23,895,0.1209,64.6,0.1259
2631,Irion County,Texas,TX,48,235,1513,1,1052,0.1477,59.5,0.1191
2632,Jack County,Texas,TX,48,237,8472,9,920,0.1603,56.6,0.101
2633,Jackson County,Texas,TX,48,239,14988,18,849,0.1323,74.6,0.1408
2634,Jasper County,Texas,TX,48,241,32980,34,970,0.2133,50.2,0.0942
2635,Jeff Davis County,Texas,TX,48,243,1996,1,2265,0.2069,68.6,0.124
2636,Jefferson County,Texas,TX,48,245,256526,269,953,0.1711,80.3,0.1527
2637,Jim Hogg County,Texas,TX,48,247,4838,4,1136,0.2326,69.5,0.1238
2638,Jim Wells County,Texas,TX,48,249,38891,45,869,0.2026,72,0.1097
2639,Johnson County,Texas,TX,48,251,179927,245,734,0.0993,66.2,0.1509
2640,Jones County,Texas,TX,48,253,19663,21,937,0.1443,72.5,0.1068
2641,Karnes County,Texas,TX,48,255,14710,20,754,0.1693,81.4,0.1345
2642,Kaufman County,Texas,TX,48,257,145310,180,808,0.1013,74.4,0.1572
2643,Kendall County,Texas,TX,48,259,44279,67,663,0.0507,58.8,0.2963
2644,Kenedy County,Texas,TX,48,261,350,0,1445,0,79.1,0.0043
2645,Kent County,Texas,TX,48,263,753,1,903,0.1481,35.4,0.1167
2646,Kerr County,Texas,TX,48,265,52598,48,1107,0.0954,64.4,0.1979
2647,Kimble County,Texas,TX,48,267,4286,3,1251,0.1464,56.5,0.144
2648,King County,Texas,TX,48,269,265,0,913,0.241,31.2,0.172
2649,Kinney County,Texas,TX,48,271,3129,2,1365,0.0914,76.7,0.077
2650,Kleberg County,Texas,TX,48,273,31040,35,888,0.2779,77.4,0.2021
2651,Knox County,Texas,TX,48,275,3353,4,855,0.1087,70.8,0.1441
2652,Lamar County,Texas,TX,48,277,50088,54,933,0.1947,54.3,0.1473
2653,Lamb County,Texas,TX,48,279,13045,13,1018,0.189,79.9,0.1239
2654,Lampasas County,Texas,TX,48,281,21627,30,714,0.0898,60.3,0.1306
2655,La Salle County,Texas,TX,48,283,6664,5,1494,0.2093,77.6,0.0746
2656,Lavaca County,Texas,TX,48,285,20337,21,970,0.1003,58.3,0.1461
2657,Lee County,Texas,TX,48,287,17478,28,634,0.1189,70.9,0.1062
2658,Leon County,Texas,TX,48,289,15719,15,1081,0.177,54.3,0.1188
2659,Liberty County,Texas,TX,48,291,91628,78,1176,0.1536,77.5,0.0782
2660,Limestone County,Texas,TX,48,293,22146,24,933,0.1828,71.6,0.1258
2661,Lipscomb County,Texas,TX,48,295,3059,3,932,0.1399,75.8,0.1587
2662,Live Oak County,Texas,TX,48,297,11335,11,1079,0.2033,71.1,0.099
2663,Llano County,Texas,TX,48,299,21243,22,966,0.0834,41.4,0.2059
2664,Loving County,Texas,TX,48,301,64,0,677,0.0303,25.6,0
2665,Lubbock County,Texas,TX,48,303,310639,345,901,0.1774,77.7,0.2128
2666,Lynn County,Texas,TX,48,305,5596,6,893,0.154,75.3,0.1548
2667,McCulloch County,Texas,TX,48,307,7630,7,1073,0.1695,66.2,0.1411
2668,McLennan County,Texas,TX,48,309,260579,246,1060,0.1786,75.7,0.1749
2669,McMullen County,Texas,TX,48,311,600,1,1157,0.1667,72.6,0.174
2670,Madison County,Texas,TX,48,313,13455,29,472,0.1651,76.4,0.1217
2671,Marion County,Texas,TX,48,315,9725,23,420,0.1737,49.5,0.1276
2672,Martin County,Texas,TX,48,317,5237,6,916,0.1296,74.8,0.1017
2673,Mason County,Texas,TX,48,319,3953,4,932,0.0973,58.1,0.2269
2674,Matagorda County,Texas,TX,48,321,36255,32,1125,0.2063,82.1,0.1469
